"Date","Price","Open","High","Low","Change %"
"Sep 26, 2017","7.210","7.213","7.213","7.210","0.00%"
"Sep 25, 2017","7.210","7.205","7.210","7.205","0.00%"
"Sep 22, 2017","7.210","7.226","7.226","7.210","-0.08%"
"Sep 21, 2017","7.216","7.161","7.216","7.161","0.80%"
"Sep 20, 2017","7.159","7.164","7.164","7.159","0.00%"
"Sep 19, 2017","7.159","7.172","7.172","7.159","-0.18%"
"Sep 18, 2017","7.172","7.172","7.172","7.172","0.10%"
"Sep 15, 2017","7.165","7.165","7.165","7.165","0.21%"
"Sep 14, 2017","7.150","7.155","7.155","7.150","0.27%"
"Sep 13, 2017","7.131","7.131","7.131","7.131","0.17%"
"Sep 12, 2017","7.119","7.140","7.140","7.119","-0.29%"
"Sep 11, 2017","7.140","7.140","7.140","7.140","0.07%"
"Sep 08, 2017","7.135","7.135","7.135","7.135","0.00%"
"Sep 07, 2017","7.135","7.135","7.135","7.135","0.32%"
"Sep 06, 2017","7.112","7.141","7.141","7.112","-0.31%"
"Sep 05, 2017","7.134","7.136","7.136","7.134","0.30%"
"Sep 04, 2017","7.113","7.110","7.113","7.110","0.04%"
"Sep 01, 2017","7.110","7.110","7.110","7.110","-0.73%"
"Aug 31, 2017","7.162","7.150","7.162","7.150","0.25%"
"Aug 30, 2017","7.144","7.154","7.154","7.144","-0.14%"
"Aug 29, 2017","7.154","7.164","7.164","7.154","-0.18%"
"Aug 28, 2017","7.167","7.154","7.167","7.154","0.21%"
"Aug 24, 2017","7.152","7.144","7.152","7.144","-0.22%"
"Aug 23, 2017","7.168","7.165","7.168","7.165","-0.07%"
"Aug 22, 2017","7.173","7.147","7.173","7.147","0.21%"
"Aug 21, 2017","7.158","7.150","7.158","7.150","-0.15%"
"Aug 18, 2017","7.169","7.138","7.169","7.138","0.20%"
"Aug 16, 2017","7.155","7.179","7.179","7.155","0.01%"
"Aug 14, 2017","7.154","7.159","7.159","7.154","-0.07%"
"Aug 11, 2017","7.159","7.144","7.159","7.144","-0.08%"
"Aug 10, 2017","7.165","7.134","7.165","7.134","0.96%"
"Aug 09, 2017","7.097","7.087","7.097","7.087","0.13%"
"Aug 08, 2017","7.088","7.088","7.088","7.088","0.00%"
"Aug 07, 2017","7.088","7.079","7.088","7.079","0.23%"
"Aug 06, 2017","7.072","7.072","7.072","7.072","0.00%"
"Aug 04, 2017","7.072","7.062","7.072","7.062","-0.07%"
"Aug 03, 2017","7.077","7.077","7.077","7.077","-0.30%"
"Aug 02, 2017","7.098","7.095","7.098","7.095","0.04%"
"Aug 01, 2017","7.095","7.095","7.095","7.095","-0.35%"
"Jul 31, 2017","7.120","7.088","7.120","7.088","0.68%"
"Jul 28, 2017","7.072","7.068","7.072","7.068","0.11%"
"Jul 27, 2017","7.064","7.057","7.064","7.057","-0.34%"
"Jul 26, 2017","7.088","7.079","7.088","7.079","0.21%"
"Jul 25, 2017","7.073","7.078","7.078","7.073","0.33%"
"Jul 24, 2017","7.050","7.047","7.050","7.047","-0.17%"
"Jul 21, 2017","7.062","7.083","7.083","7.062","-0.52%"
"Jul 20, 2017","7.099","7.103","7.103","7.099","0.07%"
"Jul 19, 2017","7.094","7.130","7.130","7.094","-0.50%"
"Jul 18, 2017","7.130","7.130","7.130","7.130","0.00%"
"Jul 17, 2017","7.130","7.130","7.130","7.130","0.28%"
"Jul 16, 2017","7.110","7.110","7.110","7.110","0.00%"
"Jul 14, 2017","7.110","7.101","7.110","7.101","0.15%"
"Jul 13, 2017","7.099","7.094","7.099","7.094","-0.43%"
"Jul 12, 2017","7.130","7.104","7.130","7.104","0.00%"
"Jul 11, 2017","7.130","7.121","7.130","7.121","0.11%"
"Jul 10, 2017","7.122","7.130","7.130","7.122","-0.13%"
"Jul 07, 2017","7.131","7.140","7.140","7.131","-0.21%"
"Jul 06, 2017","7.146","7.143","7.146","7.143","0.00%"
"Jul 05, 2017","7.146","7.143","7.146","7.143","-0.22%"
"Jul 04, 2017","7.162","7.146","7.162","7.146","0.22%"
"Jul 03, 2017","7.146","7.146","7.146","7.146","1.09%"
"Jul 02, 2017","7.069","7.069","7.069","7.069","0.00%"
"Jul 01, 2017","7.069","7.069","7.069","7.069","0.00%"
"Jun 30, 2017","7.069","7.069","7.069","7.069","0.20%"
"Jun 29, 2017","7.055","7.055","7.055","7.055","-0.01%"
"Jun 28, 2017","7.056","7.069","7.069","7.056","0.33%"
"Jun 27, 2017","7.033","7.033","7.033","7.033","-0.14%"
"Jun 25, 2017","7.043","7.043","7.043","7.043","0.00%"
"Jun 23, 2017","7.043","7.059","7.059","7.043","-0.09%"
"Jun 22, 2017","7.049","7.034","7.049","7.034","0.21%"
"Jun 21, 2017","7.034","7.034","7.034","7.034","-0.03%"
"Jun 20, 2017","7.036","7.055","7.055","7.036","-0.37%"
"Jun 19, 2017","7.062","7.065","7.065","7.062","-0.21%"
"Jun 16, 2017","7.077","7.075","7.077","7.075","0.24%"
"Jun 15, 2017","7.060","7.039","7.060","7.039","0.21%"
"Jun 14, 2017","7.045","7.052","7.052","7.045","-0.28%"
"Jun 13, 2017","7.065","7.060","7.065","7.060","-0.79%"
"Jun 12, 2017","7.121","7.156","7.156","7.121","-0.22%"
"Jun 09, 2017","7.137","7.141","7.141","7.137","-0.20%"
"Jun 08, 2017","7.151","7.148","7.151","7.148","-0.93%"
"Jun 07, 2017","7.218","7.334","7.334","7.218","-1.98%"
"Jun 06, 2017","7.364","7.364","7.364","7.364","-0.11%"
"Jun 05, 2017","7.372","7.350","7.372","7.350","0.29%"
"Jun 02, 2017","7.351","7.356","7.356","7.351","-0.07%"
"Jun 01, 2017","7.356","7.367","7.367","7.356","-0.28%"
"May 31, 2017","7.377","7.388","7.388","7.377","-0.87%"
"May 30, 2017","7.442","7.442","7.442","7.442","0.15%"
"May 29, 2017","7.431","7.431","7.431","7.431","0.24%"
"May 26, 2017","7.413","7.410","7.413","7.410","-0.11%"
"May 25, 2017","7.421","7.459","7.459","7.421","-0.75%"
"May 24, 2017","7.477","7.477","7.477","7.477","0.12%"
"May 23, 2017","7.468","7.466","7.468","7.466","-0.05%"
"May 22, 2017","7.472","7.512","7.512","7.472","-0.98%"
"May 19, 2017","7.546","7.525","7.546","7.525","0.27%"
"May 18, 2017","7.526","7.513","7.526","7.513","0.11%"
"May 17, 2017","7.518","7.518","7.518","7.518","0.29%"
"May 16, 2017","7.496","7.496","7.496","7.496","0.33%"
"May 15, 2017","7.471","7.471","7.471","7.471","-0.63%"
"May 12, 2017","7.518","7.517","7.518","7.517","0.03%"
"May 11, 2017","7.516","7.516","7.516","7.516","-0.05%"
"May 09, 2017","7.520","7.520","7.520","7.520","0.00%"
"May 08, 2017","7.520","7.520","7.520","7.520","0.01%"
"May 07, 2017","7.519","7.519","7.519","7.519","0.00%"
"May 05, 2017","7.519","7.519","7.519","7.519","-0.15%"
"May 04, 2017","7.530","7.530","7.530","7.530","0.00%"
"May 03, 2017","7.530","7.591","7.591","7.530","-1.08%"
"May 02, 2017","7.612","7.612","7.612","7.612","0.29%"
"Apr 28, 2017","7.590","7.578","7.590","7.578","0.09%"
"Apr 27, 2017","7.583","7.583","7.583","7.583","0.07%"
"Apr 26, 2017","7.578","7.578","7.578","7.578","0.15%"
"Apr 25, 2017","7.567","7.567","7.567","7.567","-0.07%"
"Apr 24, 2017","7.572","7.572","7.572","7.572","0.09%"
"Apr 22, 2017","7.565","7.565","7.565","7.565","0.00%"
"Apr 21, 2017","7.565","7.565","7.565","7.565","0.64%"
"Apr 20, 2017","7.517","7.506","7.517","7.506","0.15%"
"Apr 19, 2017","7.506","7.504","7.506","7.504","0.00%"
"Apr 18, 2017","7.506","7.506","7.506","7.506","-0.01%"
"Apr 17, 2017","7.507","7.507","7.507","7.507","0.17%"
"Apr 13, 2017","7.494","7.483","7.494","7.483","-0.12%"
"Apr 12, 2017","7.503","7.510","7.510","7.503","-0.16%"
"Apr 11, 2017","7.515","7.516","7.516","7.515","-0.16%"
"Apr 10, 2017","7.527","7.559","7.559","7.527","-0.71%"
"Apr 07, 2017","7.581","7.576","7.581","7.576","0.21%"
"Apr 06, 2017","7.565","7.543","7.565","7.543","0.64%"
"Apr 05, 2017","7.517","7.325","7.517","7.325","2.62%"
"Apr 03, 2017","7.325","7.325","7.325","7.325","0.00%"
"Mar 31, 2017","7.325","7.325","7.325","7.325","0.00%"
"Mar 30, 2017","7.325","7.327","7.327","7.325","-0.08%"
"Mar 29, 2017","7.331","7.522","7.522","7.331","-2.54%"
"Mar 27, 2017","7.522","7.544","7.544","7.522","-0.48%"
"Mar 26, 2017","7.558","7.558","7.558","7.558","0.00%"
"Mar 24, 2017","7.558","7.558","7.558","7.558","0.09%"
"Mar 23, 2017","7.551","7.551","7.551","7.551","0.19%"
"Mar 22, 2017","7.537","7.548","7.548","7.537","-0.34%"
"Mar 21, 2017","7.563","7.572","7.572","7.563","-0.12%"
"Mar 20, 2017","7.572","7.584","7.584","7.572","-0.18%"
"Mar 18, 2017","7.586","7.586","7.586","7.586","0.00%"
"Mar 17, 2017","7.586","7.586","7.586","7.586","0.30%"
"Mar 16, 2017","7.563","7.541","7.563","7.541","-0.12%"
"Mar 15, 2017","7.572","7.594","7.594","7.572","-0.37%"
"Mar 14, 2017","7.600","7.600","7.600","7.600","0.00%"
"Mar 10, 2017","7.600","7.570","7.600","7.570","0.56%"
"Mar 09, 2017","7.558","7.558","7.558","7.558","0.00%"
"Mar 08, 2017","7.558","7.558","7.558","7.558","0.00%"
"Mar 07, 2017","7.558","7.558","7.558","7.558","-0.09%"
"Mar 06, 2017","7.565","7.561","7.565","7.561","0.33%"
"Mar 03, 2017","7.540","7.540","7.540","7.540","0.00%"
"Mar 02, 2017","7.540","7.562","7.562","7.540","-0.28%"
"Mar 01, 2017","7.561","7.541","7.561","7.541","0.48%"
"Feb 28, 2017","7.525","7.531","7.531","7.525","-0.08%"
"Feb 27, 2017","7.531","7.549","7.549","7.531","-0.65%"
"Feb 23, 2017","7.580","7.580","7.580","7.580","0.00%"
"Feb 22, 2017","7.580","7.548","7.580","7.548","0.93%"
"Feb 20, 2017","7.510","7.494","7.510","7.494","0.21%"
"Feb 17, 2017","7.494","7.494","7.494","7.494","-0.01%"
"Feb 16, 2017","7.495","7.495","7.495","7.495","0.00%"
"Feb 15, 2017","7.495","7.495","7.495","7.495","-0.07%"
"Feb 14, 2017","7.500","7.506","7.506","7.500","1.15%"
"Feb 13, 2017","7.415","7.402","7.415","7.402","0.18%"
"Feb 10, 2017","7.402","7.391","7.402","7.391","0.39%"
"Feb 09, 2017","7.373","7.321","7.373","7.321","0.35%"
"Feb 08, 2017","7.347","7.099","7.347","7.099","3.48%"
"Feb 07, 2017","7.100","7.093","7.100","7.093","0.17%"
"Feb 06, 2017","7.088","7.083","7.088","7.083","0.07%"
"Feb 03, 2017","7.083","7.083","7.083","7.083","0.00%"
"Feb 02, 2017","7.083","7.083","7.083","7.083","0.00%"
"Feb 01, 2017","7.083","7.083","7.083","7.083","-0.07%"
"Jan 31, 2017","7.088","7.083","7.088","7.083","0.07%"
"Jan 30, 2017","7.083","7.083","7.083","7.083","0.04%"
"Jan 27, 2017","7.080","7.085","7.085","7.080","0.13%"
"Jan 25, 2017","7.071","7.071","7.071","7.071","-0.08%"
"Jan 24, 2017","7.077","7.085","7.085","7.077","-0.11%"
"Jan 23, 2017","7.085","7.095","7.095","7.085","-0.35%"
"Jan 20, 2017","7.110","7.110","7.110","7.110","0.14%"
"Jan 19, 2017","7.100","7.100","7.100","7.100","0.18%"
"Jan 18, 2017","7.087","7.106","7.106","7.087","0.10%"
"Jan 17, 2017","7.080","7.090","7.090","7.080","0.00%"
"Jan 16, 2017","7.080","7.056","7.080","7.056","0.34%"
"Jan 13, 2017","7.056","7.051","7.056","7.051","0.20%"
"Jan 12, 2017","7.042","7.042","7.042","7.042","0.10%"
"Jan 11, 2017","7.035","7.040","7.040","7.035","-0.37%"
"Jan 10, 2017","7.061","7.059","7.061","7.059","0.03%"
"Jan 09, 2017","7.059","7.063","7.063","7.059","0.04%"
"Jan 06, 2017","7.056","7.051","7.056","7.051","0.33%"
"Jan 05, 2017","7.033","7.031","7.033","7.031","-1.00%"
"Jan 04, 2017","7.104","7.124","7.124","7.104","-0.39%"
"Jan 03, 2017","7.132","7.031","7.132","7.031","0.71%"
"Jan 02, 2017","7.082","7.194","7.194","7.082","-1.69%"
"Dec 30, 2016","7.204","7.204","7.204","7.204","0.00%"
"Dec 29, 2016","7.204","7.214","7.214","7.204","-0.43%"
"Dec 28, 2016","7.235","7.235","7.235","7.235","0.00%"
"Dec 27, 2016","7.235","7.212","7.235","7.212","0.64%"
"Dec 26, 2016","7.189","7.166","7.189","7.166","0.79%"
"Dec 23, 2016","7.133","7.102","7.133","7.102","0.86%"
"Dec 22, 2016","7.072","7.060","7.072","7.060","0.17%"
"Dec 21, 2016","7.060","7.054","7.060","7.054","0.00%"
"Dec 20, 2016","7.060","7.095","7.095","7.060","-0.49%"
"Dec 19, 2016","7.095","7.095","7.095","7.095","0.30%"
"Dec 16, 2016","7.074","7.030","7.074","7.030","0.54%"
"Dec 15, 2016","7.036","6.953","7.036","6.953","1.76%"
"Dec 14, 2016","6.914","6.914","6.914","6.914","-0.29%"
"Dec 13, 2016","6.934","6.984","6.984","6.934","-0.57%"
"Dec 09, 2016","6.974","6.917","6.974","6.917","0.35%"
"Dec 08, 2016","6.950","6.950","6.950","6.950","0.36%"
"Dec 07, 2016","6.925","6.727","6.925","6.727","2.94%"
"Dec 06, 2016","6.727","6.727","6.727","6.727","0.21%"
"Dec 05, 2016","6.713","6.684","6.713","6.684","0.13%"
"Dec 02, 2016","6.704","6.728","6.728","6.704","-0.37%"
"Dec 01, 2016","6.729","6.729","6.729","6.729","-0.22%"
"Nov 30, 2016","6.744","6.778","6.778","6.744","-0.53%"
"Nov 29, 2016","6.780","6.793","6.793","6.780","0.01%"
"Nov 28, 2016","6.779","6.779","6.779","6.779","0.43%"
"Nov 25, 2016","6.750","6.701","6.750","6.701","0.72%"
"Nov 24, 2016","6.702","6.751","6.751","6.702","-1.00%"
"Nov 23, 2016","6.770","6.815","6.815","6.770","-1.23%"
"Nov 22, 2016","6.854","6.909","6.909","6.854","-1.10%"
"Nov 21, 2016","6.930","6.959","6.959","6.930","-1.21%"
"Nov 18, 2016","7.015","7.030","7.030","7.015","0.13%"
"Nov 17, 2016","7.006","7.007","7.007","7.006","-0.03%"
"Nov 16, 2016","7.008","6.981","7.008","6.981","-0.48%"
"Nov 15, 2016","7.042","7.146","7.146","7.042","-2.06%"
"Nov 11, 2016","7.190","7.159","7.190","7.159","0.49%"
"Nov 10, 2016","7.155","7.155","7.155","7.155","-0.43%"
"Nov 09, 2016","7.186","7.184","7.186","7.184","-1.01%"
"Nov 08, 2016","7.259","7.279","7.279","7.259","-0.07%"
"Nov 07, 2016","7.264","7.264","7.264","7.264","0.07%"
"Nov 04, 2016","7.259","7.249","7.259","7.249","0.35%"
"Nov 03, 2016","7.234","7.234","7.234","7.234","-0.07%"
"Nov 02, 2016","7.239","7.229","7.239","7.229","0.14%"
"Nov 01, 2016","7.229","7.212","7.229","7.212","0.25%"
"Oct 28, 2016","7.211","7.221","7.221","7.211","-0.04%"
"Oct 27, 2016","7.214","7.189","7.214","7.189","0.40%"
"Oct 26, 2016","7.185","7.202","7.202","7.185","-0.31%"
"Oct 25, 2016","7.207","7.186","7.207","7.186","0.39%"
"Oct 24, 2016","7.179","7.169","7.179","7.169","-0.15%"
"Oct 21, 2016","7.190","7.180","7.190","7.180","-0.01%"
"Oct 20, 2016","7.191","7.185","7.191","7.185","0.00%"
"Oct 19, 2016","7.191","7.175","7.191","7.175","0.14%"
"Oct 18, 2016","7.181","7.176","7.181","7.176","0.00%"
"Oct 17, 2016","7.181","7.204","7.204","7.181","-0.15%"
"Oct 15, 2016","7.192","7.192","7.192","7.192","0.00%"
"Oct 14, 2016","7.192","7.166","7.192","7.166","0.50%"
"Oct 13, 2016","7.156","7.141","7.156","7.141","0.21%"
"Oct 10, 2016","7.141","7.141","7.141","7.141","-0.32%"
"Oct 07, 2016","7.164","7.165","7.165","7.164","0.43%"
"Oct 06, 2016","7.133","7.137","7.137","7.133","0.10%"
"Oct 05, 2016","7.126","7.128","7.128","7.126","-0.57%"
"Oct 04, 2016","7.167","7.176","7.176","7.167","-0.03%"
"Oct 03, 2016","7.169","7.174","7.174","7.169","-0.31%"
"Sep 30, 2016","7.191","7.202","7.202","7.191","-0.35%"
"Sep 29, 2016","7.216","7.172","7.216","7.172","0.52%"
"Sep 28, 2016","7.179","7.184","7.184","7.179","0.04%"
"Sep 27, 2016","7.176","7.160","7.176","7.160","-0.13%"
"Sep 26, 2016","7.185","7.181","7.185","7.181","-0.50%"
"Sep 25, 2016","7.221","7.221","7.221","7.221","0.00%"
"Sep 24, 2016","7.221","7.221","7.221","7.221","0.00%"
"Sep 23, 2016","7.221","7.225","7.225","7.221","-0.23%"
"Sep 22, 2016","7.238","7.248","7.248","7.238","-0.48%"
"Sep 21, 2016","7.273","7.285","7.285","7.273","-0.30%"
"Sep 20, 2016","7.295","7.274","7.295","7.274","0.21%"
"Sep 19, 2016","7.280","7.295","7.295","7.280","-0.14%"
"Sep 17, 2016","7.290","7.290","7.290","7.290","0.00%"
"Sep 16, 2016","7.290","7.290","7.290","7.290","-0.08%"
"Sep 15, 2016","7.296","7.283","7.296","7.283","0.03%"
"Sep 14, 2016","7.294","7.301","7.301","7.294","0.26%"
"Sep 12, 2016","7.275","7.288","7.288","7.275","0.28%"
"Sep 09, 2016","7.255","7.258","7.258","7.255","0.11%"
"Sep 08, 2016","7.247","7.230","7.247","7.230","0.10%"
"Sep 07, 2016","7.240","7.246","7.246","7.240","-0.64%"
"Sep 06, 2016","7.287","7.292","7.292","7.287","-0.14%"
"Sep 02, 2016","7.297","7.287","7.297","7.287","0.12%"
"Sep 01, 2016","7.288","7.277","7.288","7.277","0.23%"
"Aug 31, 2016","7.271","7.275","7.275","7.271","-0.03%"
"Aug 30, 2016","7.273","7.287","7.287","7.273","-0.49%"
"Aug 29, 2016","7.309","7.338","7.338","7.309","-0.01%"
"Aug 26, 2016","7.310","7.301","7.310","7.301","-0.20%"
"Aug 25, 2016","7.325","7.313","7.325","7.313","-0.07%"
"Aug 24, 2016","7.330","7.351","7.351","7.330","-0.29%"
"Aug 23, 2016","7.351","7.356","7.356","7.351","-0.31%"
"Aug 22, 2016","7.374","7.347","7.374","7.347","1.21%"
"Aug 19, 2016","7.286","7.339","7.339","7.286","-0.51%"
"Aug 18, 2016","7.323","7.307","7.323","7.307","1.31%"
"Aug 16, 2016","7.228","7.228","7.228","7.228","-0.22%"
"Aug 14, 2016","7.244","7.244","7.244","7.244","0.00%"
"Aug 13, 2016","7.244","7.244","7.244","7.244","0.00%"
"Aug 12, 2016","7.244","7.254","7.254","7.244","-0.41%"
"Aug 11, 2016","7.274","7.244","7.274","7.244","-0.30%"
"Aug 10, 2016","7.296","7.296","7.296","7.296","-0.78%"
"Aug 09, 2016","7.353","7.369","7.369","7.353","-0.85%"
"Aug 08, 2016","7.416","7.455","7.455","7.416","0.09%"
"Aug 06, 2016","7.409","7.409","7.409","7.409","0.00%"
"Aug 05, 2016","7.409","7.411","7.411","7.409","-0.18%"
"Aug 04, 2016","7.422","7.425","7.425","7.422","-0.22%"
"Aug 03, 2016","7.438","7.458","7.458","7.438","0.08%"
"Aug 02, 2016","7.432","7.398","7.432","7.398","0.77%"
"Aug 01, 2016","7.375","7.381","7.381","7.375","-1.40%"
"Jul 29, 2016","7.480","7.478","7.480","7.478","-0.07%"
"Jul 28, 2016","7.485","7.515","7.515","7.485","-0.99%"
"Jul 27, 2016","7.560","7.565","7.565","7.560","-0.13%"
"Jul 26, 2016","7.570","7.570","7.570","7.570","0.04%"
"Jul 25, 2016","7.567","7.565","7.567","7.565","-0.04%"
"Jul 22, 2016","7.570","7.597","7.597","7.570","-0.25%"
"Jul 21, 2016","7.589","7.633","7.633","7.589","-0.21%"
"Jul 20, 2016","7.605","7.608","7.608","7.605","-0.12%"
"Jul 19, 2016","7.614","7.624","7.624","7.614","-0.30%"
"Jul 18, 2016","7.637","7.637","7.637","7.637","-0.14%"
"Jul 15, 2016","7.648","7.646","7.648","7.646","-0.01%"
"Jul 14, 2016","7.649","7.649","7.649","7.649","-0.10%"
"Jul 13, 2016","7.657","7.663","7.663","7.657","-0.25%"
"Jul 12, 2016","7.676","7.674","7.676","7.674","-0.60%"
"Jul 11, 2016","7.722","7.722","7.722","7.722","-0.08%"
"Jul 08, 2016","7.728","7.724","7.728","7.724","-0.13%"
"Jul 07, 2016","7.738","7.717","7.738","7.717","0.19%"
"Jul 05, 2016","7.723","7.744","7.744","7.723","-0.55%"
"Jul 04, 2016","7.766","7.758","7.766","7.758","0.27%"
"Jul 01, 2016","7.745","7.729","7.745","7.729","-0.14%"
"Jun 30, 2016","7.756","7.778","7.778","7.756","-0.63%"
"Jun 29, 2016","7.805","7.810","7.810","7.805","-0.18%"
"Jun 28, 2016","7.819","7.827","7.827","7.819","-0.24%"
"Jun 27, 2016","7.838","7.854","7.854","7.838","-0.28%"
"Jun 24, 2016","7.860","7.896","7.896","7.860","-0.34%"
"Jun 23, 2016","7.887","7.909","7.909","7.887","-0.01%"
"Jun 22, 2016","7.888","7.910","7.910","7.888","-0.32%"
"Jun 21, 2016","7.913","7.921","7.921","7.913","-0.10%"
"Jun 20, 2016","7.921","7.944","7.944","7.921","0.14%"
"Jun 17, 2016","7.910","7.912","7.912","7.910","0.03%"
"Jun 16, 2016","7.908","7.916","7.916","7.908","-0.14%"
"Jun 15, 2016","7.919","7.918","7.919","7.918","0.01%"
"Jun 14, 2016","7.918","7.938","7.938","7.918","-0.11%"
"Jun 13, 2016","7.927","7.938","7.938","7.927","0.28%"
"Jun 10, 2016","7.905","7.916","7.916","7.905","-0.35%"
"Jun 09, 2016","7.933","7.922","7.933","7.922","-0.08%"
"Jun 08, 2016","7.939","7.939","7.939","7.939","0.33%"
"Jun 07, 2016","7.913","7.914","7.914","7.913","0.03%"
"Jun 06, 2016","7.911","7.906","7.911","7.906","0.06%"
"Jun 03, 2016","7.906","7.901","7.906","7.901","-0.21%"
"Jun 02, 2016","7.923","7.925","7.925","7.923","0.06%"
"Jun 01, 2016","7.918","7.918","7.918","7.918","0.20%"
"May 31, 2016","7.902","7.907","7.907","7.902","0.10%"
"May 30, 2016","7.894","7.907","7.907","7.894","-0.38%"
"May 27, 2016","7.924","7.918","7.924","7.918","0.35%"
"May 26, 2016","7.896","7.919","7.919","7.896","0.09%"
"May 25, 2016","7.889","7.901","7.901","7.889","-0.10%"
"May 24, 2016","7.897","7.916","7.916","7.897","-0.34%"
"May 23, 2016","7.924","7.945","7.945","7.924","-0.26%"
"May 20, 2016","7.945","7.910","7.945","7.910","0.39%"
"May 19, 2016","7.914","7.910","7.914","7.910","0.03%"
"May 18, 2016","7.912","7.912","7.912","7.912","0.10%"
"May 17, 2016","7.904","7.925","7.925","7.904","0.00%"
"May 16, 2016","7.904","7.899","7.904","7.899","0.11%"
"May 13, 2016","7.895","7.911","7.911","7.895","0.15%"
"May 12, 2016","7.883","7.897","7.897","7.883","-0.20%"
"May 11, 2016","7.899","7.907","7.907","7.899","-0.04%"
"May 10, 2016","7.902","7.894","7.902","7.894","0.06%"
"May 09, 2016","7.897","7.920","7.920","7.897","-0.38%"
"May 06, 2016","7.927","7.891","7.927","7.891","0.28%"
"May 05, 2016","7.905","7.889","7.905","7.889","0.34%"
"May 04, 2016","7.878","7.878","7.878","7.878","-0.22%"
"May 03, 2016","7.895","7.889","7.895","7.889","0.20%"
"May 02, 2016","7.879","7.868","7.879","7.868","-0.62%"
"Apr 29, 2016","7.928","7.922","7.928","7.922","-0.01%"
"Apr 28, 2016","7.929","7.892","7.929","7.892","0.44%"
"Apr 27, 2016","7.894","7.891","7.894","7.891","-0.06%"
"Apr 26, 2016","7.899","7.904","7.904","7.899","0.24%"
"Apr 25, 2016","7.880","7.880","7.880","7.880","-0.05%"
"Apr 22, 2016","7.884","7.884","7.884","7.884","0.04%"
"Apr 21, 2016","7.881","7.867","7.881","7.867","0.32%"
"Apr 20, 2016","7.856","7.859","7.859","7.856","-0.04%"
"Apr 18, 2016","7.859","7.871","7.871","7.859","-0.30%"
"Apr 13, 2016","7.883","7.859","7.883","7.859","0.64%"
"Apr 12, 2016","7.833","7.866","7.866","7.833","-0.82%"
"Apr 11, 2016","7.898","7.909","7.909","7.898","-0.21%"
"Apr 07, 2016","7.915","7.911","7.915","7.911","-0.42%"
"Apr 06, 2016","7.948","7.978","7.978","7.948","-0.21%"
"Apr 05, 2016","7.965","7.954","7.965","7.954","0.14%"
"Apr 04, 2016","7.954","7.973","7.973","7.954","-0.21%"
"Mar 31, 2016","7.971","7.987","7.987","7.971","-0.62%"
